kenteken,datum_tenaamstelling,merk,voertuigsoort,eerste_kleur,brandstof_omschrijving
74GXD5,2020-01-02,SMART,Personenauto,GRIJS,Benzine
H588BT,2020-01-02,SUZUKI,Personenauto,GRIJS,Benzine
VDV56S,2020-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
RZ146K,2020-01-03,BMW,Personenauto,GEEL,Benzine
G788ZL,2020-01-02,VOLVO,Personenauto,GRIJS,Benzine
3XBD23,2020-01-02,OPEL,Personenauto,ZWART,Benzine
NZ839X,2020-01-03,RENAULT,Personenauto,GRIJS,Benzine
H069BR,2020-01-03,RENAULT,Personenauto,BLAUW,Benzine
DXG12P,2020-01-02,PEUGEOT,Bromfiets,N.v.t.,Benzine
TB496B,2020-01-02,FORD,Personenauto,WIT,Benzine
NB584Z,2020-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
48ZPH6,2020-01-03,HYUNDAI,Personenauto,ROOD,Benzine
G537KG,2020-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
G940RN,2020-01-02,SKODA,Personenauto,GRIJS,Diesel
RG620D,2020-01-03,TOYOTA,Personenauto,GRIJS,Benzine
72JFS2,2020-01-03,PEUGEOT,Personenauto,BLAUW,Benzine
KK658P,2020-01-02,RENAULT,Personenauto,WIT,Benzine
6XSV91,2020-01-03,PEUGEOT,Personenauto,ROOD,Benzine
53RNSL,2020-01-03,TOYOTA,Personenauto,BLAUW,Benzine
64NZS1,2020-01-02,FORD,Personenauto,GRIJS,Benzine
G907ZK,2020-01-03,AUDI,Personenauto,GRIJS,Benzine
D626FK,2020-01-03,FOSTI,Bromfiets,N.v.t.,Benzine
38PDL1,2020-01-03,SUZUKI,Personenauto,ZWART,Benzine
D880KB,2020-01-03,LIGIER,Bromfiets,N.v.t.,Diesel
VDX83D,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
8TKD11,2020-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
53PDG8,2020-01-03,CHEVROLET,Personenauto,ZWART,Benzine
H832FG,2020-01-03,VOLKSWAGEN,Personenauto,WIT,Benzine
VDH94Z,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
G597XZ,2020-01-02,AUDI,Personenauto,BLAUW,Benzine
NJ468G,2020-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
6TZZ63,2020-01-02,BMW,Personenauto,ZWART,Diesel
H074FH,2020-01-03,VOLVO,Personenauto,GRIJS,Benzine
41ZJGH,2020-01-03,TOYOTA,Personenauto,ZWART,Benzine
94XTFL,2020-01-03,PEUGEOT,Personenauto,ZWART,Benzine
G305XH,2020-01-03,VOLKSWAGEN,Personenauto,GEEL,Benzine
G860ZP,2020-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
H035FF,2020-01-03,AUDI,Personenauto,GRIJS,Benzine/Elektriciteit
TS159G,2020-01-02,TOYOTA,Personenauto,ZWART,Benzine
G788ZB,2020-01-02,FORD,Personenauto,GRIJS,Benzine
F911SX,2020-01-02,YAMAHA,Bromfiets,N.v.t.,Benzine
NB979D,2020-01-03,RENAULT,Personenauto,WIT,Benzine
7XKN36,2020-01-03,SEAT,Personenauto,GRIJS,Diesel
GF362L,2020-01-02,TESLA MOTORS,Personenauto,WIT,Elektriciteit
G523ZF,2020-01-02,SUZUKI,Personenauto,ROOD,Benzine
SFNP46,2020-01-03,VOLKSWAGEN,Personenauto,BLAUW,Benzine
61PLXZ,2020-01-03,FORD,Personenauto,GRIJS,Benzine
NR905D,2020-01-02,VOLKSWAGEN,Personenauto,BRUIN,Diesel
87NHTN,2020-01-02,MITSUBISHI,Personenauto,GROEN,Benzine
VDS65T,2020-01-02,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
NV443T,2020-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
58NDX1,2020-01-03,MAZDA,Personenauto,ZWART,Benzine
3KKH25,2020-01-03,SUZUKI,Personenauto,GRIJS,Benzine
01RDDL,2020-01-02,MERCEDES-BENZ,Personenauto,BLAUW,Benzine
7VFN88,2020-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
78SVRX,2020-01-02,LAND ROVER,Personenauto,GRIJS,Benzine
H593DG,2020-01-03,MINI,Personenauto,GROEN,Benzine
DXL53P,2020-01-02,NIU,Bromfiets,N.v.t.,Elektriciteit
93XBR3,2020-01-02,AUDI,Personenauto,GRIJS,Diesel
3TZR88,2020-01-03,VOLKSWAGEN,Personenauto,BLAUW,Benzine
ZF221V,2020-01-03,SKODA,Personenauto,GRIJS,Benzine
VDR16L,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
19MKXN,2020-01-03,YAMAHA,Motorfiets,N.v.t.,Benzine
G435XR,2020-01-02,SKODA,Personenauto,WIT,Benzine
DVZ40K,2020-01-02,SYM,Bromfiets,N.v.t.,Benzine
H146BJ,2020-01-02,MERCEDES-BENZ,Personenauto,GRIJS,Benzine
HL167N,2020-01-03,AUDI,Personenauto,ZWART,Diesel
H513BF,2020-01-02,RENAULT,Personenauto,GRIJS,Benzine
DXL33B,2020-01-03,PIAGGIO,Bromfiets,N.v.t.,Benzine
43KLP1,2020-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
G057ZR,2020-01-02,SKODA,Personenauto,ZWART,Diesel
89XBB7,2020-01-03,OPEL,Personenauto,BRUIN,Benzine
H996BJ,2020-01-02,VOLVO,Personenauto,ZWART,Benzine
1ZPT82,2020-01-02,FORD,Personenauto,GRIJS,Benzine
7VRB43,2020-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
MJ21TP,2020-01-02,HONDA,Motorfiets,N.v.t.,Benzine
H136FH,2020-01-03,AUDI,Personenauto,WIT,Benzine
TN134D,2020-01-02,OPEL,Personenauto,ZWART,Benzine
65SZF4,2020-01-02,SUZUKI,Personenauto,ZWART,Benzine
1XFG63,2020-01-02,DACIA,Personenauto,BRUIN,Benzine
NP385S,2020-01-02,FORD,Personenauto,ZWART,Benzine
16RDK2,2020-01-02,SAAB,Personenauto,ZWART,Benzine
G674SP,2020-01-02,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
59BPB2,2020-01-03,VOLVO,Bedrijfsauto,N.v.t.,Diesel
NS521J,2020-01-03,TOYOTA,Personenauto,GRIJS,Benzine/Elektriciteit
H766BR,2020-01-03,FORD,Personenauto,WIT,Benzine
VS824H,2020-01-03,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
21TKJH,2020-01-03,CHEVROLET,Personenauto,GEEL,Benzine/LPG
V218ZT,2020-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
H130BF,2020-01-03,TOYOTA,Personenauto,BLAUW,Benzine
MTNN53,2020-01-03,DUCATI,Motorfiets,N.v.t.,Benzine
H028BX,2020-01-03,MITSUBISHI,Personenauto,GRIJS,Benzine
21PPT2,2020-01-02,KIA,Personenauto,ZWART,Benzine
G121ZX,2020-01-02,VOLVO,Personenauto,GRIJS,Benzine
9SZB66,2020-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
HK689N,2020-01-02,SKODA,Personenauto,BRUIN,Benzine
RP713Z,2020-01-02,OPEL,Personenauto,WIT,Benzine
F471BH,2020-01-02,BENZHOU,Bromfiets,N.v.t.,Benzine
H190BN,2020-01-03,PORSCHE,Personenauto,BLAUW,Benzine/Elektriciteit
87BPB3,2020-01-02,DAF,Bedrijfsauto,N.v.t.,Diesel
G310DD,2020-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
72UB03,2020-01-02,CITROEN,Bedrijfsauto,N.v.t.,Benzine
TY10KZ,2020-01-02,VOLVO,Personenauto,BLAUW,Diesel
34GKJR,2020-01-02,RENAULT,Personenauto,GROEN,Benzine
VDX70J,2020-01-03,JEEP,Bedrijfsauto,N.v.t.,Benzine
6THP14,2020-01-03,TOYOTA,Personenauto,ZWART,Benzine
57KGL3,2020-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
71RJT5,2020-01-03,AUDI,Personenauto,GRIJS,Benzine
TJ146P,2020-01-02,KIA,Personenauto,ZWART,Benzine/Elektriciteit
TB314G,2020-01-03,OPEL,Personenauto,ZWART,Benzine
G052SZ,2020-01-03,PEUGEOT,Personenauto,ROOD,Benzine
F337TZ,2020-01-02,PEUGEOT,Bromfiets,N.v.t.,Benzine
H276BS,2020-01-02,ROLLS ROYCE,Personenauto,ZWART,Benzine
SK244R,2020-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
3ZJR30,2020-01-02,SKODA,Personenauto,GRIJS,Benzine
V477GF,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
MD08XV,2020-01-02,YAMAHA,Motorfiets,N.v.t.,Benzine
JV393F,2020-01-03,PEUGEOT,Personenauto,ZWART,Benzine
86TGB6,2020-01-02,FIAT,Personenauto,WIT,Benzine
KB765V,2020-01-03,NISSAN,Personenauto,ROOD,Benzine
89GBV9,2020-01-03,TOYOTA,Personenauto,GRIJS,Benzine
25XPPS,2020-01-01,SEAT,Personenauto,ROOD,Benzine
SN112D,2020-01-02,NISSAN,Personenauto,ZWART,Elektriciteit
VDX39N,2020-01-03,DODGE,Bedrijfsauto,N.v.t.,Benzine/LPG
3XVG67,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Diesel
H324DH,2020-01-03,KIA,Personenauto,GRIJS,Benzine
PH696P,2020-01-02,NISSAN,Personenauto,WIT,Benzine
72RLGT,2020-01-03,OPEL,Personenauto,GRIJS,Benzine
65RXZ4,2020-01-03,RENAULT,Personenauto,ROOD,Benzine
07TKL5,2020-01-03,FORD,Personenauto,ZWART,Benzine
H080FF,2020-01-02,AUDI,Personenauto,ZWART,Benzine
39RDSF,2020-01-03,OPEL,Personenauto,GRIJS,Benzine
79BPD9,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
KP476H,2020-01-02,SUZUKI,Personenauto,ORANJE,Benzine
1TDH06,2020-01-03,AUDI,Personenauto,ZWART,Benzine
G551TD,2020-01-02,BMW,Personenauto,ZWART,Benzine
04BPB6,2020-01-03,SCANIA,Bedrijfsauto,N.v.t.,Diesel
78ZPG5,2020-01-03,TOYOTA,Personenauto,WIT,Benzine/Elektriciteit
DTX94S,2020-01-03,STROMER,Bromfiets,N.v.t.,Elektriciteit
TV506B,2020-01-02,BMW,Personenauto,ZWART,Benzine
XP232J,2020-01-02,OPEL,Personenauto,GRIJS,Benzine
BVXH04,2020-01-02,IVECO,Bedrijfsauto,N.v.t.,Diesel
2XVZ50,2020-01-03,VOLVO,Personenauto,BLAUW,Diesel
NBTH62,2020-01-02,VOLVO,Personenauto,GROEN,Benzine
H320DH,2020-01-03,KIA,Personenauto,ZWART,Benzine
08PBX8,2020-01-03,CITROEN,Personenauto,BEIGE,Benzine
JG039V,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
VL682F,2020-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
DXH44L,2020-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
G366XZ,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
05XPF9,2020-01-02,PEUGEOT,Personenauto,GRIJS,Benzine
F936ST,2020-01-03,ZUNDAPP,Bromfiets,N.v.t.,Benzine
VDX76L,2020-01-03,RENAULT,Bedrijfsauto,N.v.t.,Diesel
02KDV7,2020-01-03,DACIA,Personenauto,ZWART,Benzine
KV318T,2020-01-02,TOYOTA,Personenauto,WIT,Benzine
47ZVZ8,2020-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
GZPP67,2020-01-02,VOLVO,Personenauto,GROEN,Benzine
21LKV5,2020-01-03,DACIA,Personenauto,BLAUW,Benzine
RF549J,2020-01-02,RENAULT,Personenauto,GRIJS,Benzine
58KSF1,2020-01-03,FIAT,Personenauto,GEEL,Benzine
2ZFF96,2020-01-02,VOLVO,Personenauto,ZWART,Diesel
KH310G,2020-01-02,RENAULT,Personenauto,ZWART,Benzine
F356PP,2020-01-02,SYM,Bromfiets,N.v.t.,Benzine
H167DD,2020-01-03,CITROEN,Personenauto,GRIJS,Benzine
9KPL80,2020-01-03,RENAULT,Personenauto,BLAUW,Diesel
4STS71,2020-01-03,CITROEN,Personenauto,BLAUW,Benzine
KL448R,2020-01-02,SKODA,Personenauto,BLAUW,Diesel
32ZBH2,2020-01-02,SUZUKI,Personenauto,GRIJS,Benzine
G403VV,2020-01-02,TOYOTA,Personenauto,WIT,Benzine
18HRHG,2020-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
VDR40B,2020-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
VDT35R,2020-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
VDR63N,2020-01-03,RENAULT,Bedrijfsauto,N.v.t.,Diesel
90LPS1,2020-01-02,TOYOTA,Personenauto,GRIJS,Benzine/Elektriciteit
PL226R,2020-01-02,FORD,Personenauto,BLAUW,Benzine
99SKLX,2020-01-02,VOLVO,Personenauto,GROEN,Benzine
45DKG8,2020-01-02,SPARTA,Bromfiets,N.v.t.,Benzine
47TVG6,2020-01-02,HYUNDAI,Personenauto,ZWART,Benzine
G355ZG,2020-01-02,MINI,Personenauto,WIT,Benzine
TV175L,2020-01-03,FORD,Personenauto,ROOD,Benzine
VDL33S,2020-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
72NLNR,2020-01-03,OPEL,Personenauto,ZWART,Benzine
XV491Z,2020-01-03,MERCEDES-BENZ,Personenauto,GRIJS,Benzine
G772ZS,2020-01-02,RENAULT,Personenauto,WIT,Benzine
1ZBZ88,2020-01-02,VOLKSWAGEN,Personenauto,ZWART,Benzine
91NPL4,2020-01-03,MAZDA,Personenauto,GRIJS,Benzine
1TDG17,2020-01-03,HYUNDAI,Personenauto,ORANJE,Benzine
RX96GZ,2020-01-02,BMW,Personenauto,BLAUW,Benzine
31BNZ2,2020-01-02,DAF,Bedrijfsauto,N.v.t.,Diesel
DVD48P,2020-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
8ZHN32,2020-01-02,MAZDA,Personenauto,ROOD,Benzine
4ZPS84,2020-01-03,VOLVO,Personenauto,GRIJS,Diesel
JS301Z,2020-01-03,TESLA MOTORS,Personenauto,ROOD,Elektriciteit
H179DD,2020-01-03,CITROEN,Personenauto,GRIJS,Benzine
67RLK5,2020-01-03,PEUGEOT,Personenauto,ZWART,Benzine
08GVH4,2020-01-02,VOLVO,Personenauto,ZWART,Benzine
VS341S,2020-01-03,RENAULT,Bedrijfsauto,N.v.t.,Diesel
PH139H,2020-01-03,MINI,Personenauto,WIT,Benzine
99TFXR,2020-01-02,TOYOTA,Personenauto,GRIJS,Benzine
RP602T,2020-01-03,CITROEN,Personenauto,WIT,Benzine
9SHV45,2020-01-03,KIA,Personenauto,WIT,Benzine
DXL78P,2020-01-03,ITALVEL,Bromfiets,N.v.t.,Elektriciteit
74ZJF1,2020-01-02,OPEL,Personenauto,ZWART,Benzine/LPG
53BPD8,2020-01-03,MERCEDES-BENZ,Bus,N.v.t.,Diesel
01BPB6,2020-01-02,DAF,Bedrijfsauto,N.v.t.,Diesel
04PGP8,2020-01-03,FIAT,Personenauto,ROSE,Benzine
74NNX4,2020-01-03,PEUGEOT,Personenauto,BLAUW,Benzine
82XTFV,2020-01-03,VOLVO,Personenauto,GROEN,Benzine
66ZNT4,2020-01-02,OPEL,Personenauto,BLAUW,Diesel
HB548H,2020-01-02,PEUGEOT,Personenauto,GRIJS,Diesel
H944BR,2020-01-03,KIA,Personenauto,ZWART,Benzine
35ZPZV,2020-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
91TNPZ,2020-01-02,NISSAN,Personenauto,BLAUW,Benzine
HN960N,2020-01-03,VOLKSWAGEN,Personenauto,BLAUW,Benzine
27BHN8,2020-01-02,SCANIA,Bedrijfsauto,N.v.t.,Diesel
RL844R,2020-01-02,BMW,Personenauto,ORANJE,Benzine
XV072F,2020-01-03,KIA,Personenauto,WIT,Benzine
04XXX6,2020-01-02,TOYOTA,Personenauto,GRIJS,Benzine
27XSDV,2020-01-02,FORD,Personenauto,GRIJS,Benzine
KR898F,2020-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
2ZTH82,2020-01-03,RENAULT,Personenauto,GRIJS,Benzine
GX738G,2020-01-02,FORD,Personenauto,WIT,Benzine
XH383K,2020-01-02,FORD,Personenauto,ROOD,Benzine
PH099H,2020-01-03,BMW,Personenauto,BLAUW,Diesel
HX798K,2020-01-02,MAZDA,Personenauto,WIT,Benzine
28SNS7,2020-01-02,NISSAN,Personenauto,BLAUW,Benzine
23PLJL,2020-01-03,SUZUKI,Personenauto,GRIJS,Benzine
VDK72J,2020-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
FP102P,2020-01-03,YAMAHA,Bromfiets,N.v.t.,Benzine
H271FB,2020-01-03,DACIA,Personenauto,ZWART,Benzine
03BPB2,2020-01-03,DAF,Bedrijfsauto,N.v.t.,Diesel
PZ518P,2020-01-02,PEUGEOT,Personenauto,ZWART,Benzine
PV298R,2020-01-02,RENAULT,Personenauto,ZWART,Benzine
VDR52J,2020-01-03,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
94LVJN,2020-01-03,MITSUBISHI,Personenauto,BLAUW,Benzine
XJ658R,2020-01-02,HYMER,Personenauto,WIT,Diesel
XZ004F,2020-01-03,KIA,Personenauto,GRIJS,Benzine/Elektriciteit
VDL62T,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
TL847R,2020-01-02,LEXUS,Personenauto,ROOD,Benzine/Elektriciteit
HHXP68,2020-01-02,VOLKSWAGEN,Personenauto,GROEN,Benzine
H672BB,2020-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
JB802K,2020-01-02,OPEL,Personenauto,GRIJS,Benzine
VDH21R,2020-01-02,OPEL,Bedrijfsauto,N.v.t.,Diesel
HP295X,2020-01-02,RENAULT,Personenauto,WIT,Diesel
76GLLZ,2020-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
JD044K,2020-01-03,TOYOTA,Personenauto,GRIJS,Benzine
20LHT4,2020-01-03,HYUNDAI,Personenauto,GRIJS,Benzine
6XNJ59,2020-01-02,OPEL,Personenauto,BLAUW,Benzine
80VNG1,2020-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
VK620B,2020-01-03,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
H913DV,2020-01-03,MAZDA,Personenauto,GRIJS,Benzine
8TJP53,2020-01-02,PORSCHE,Personenauto,GRIJS,Benzine/Elektriciteit
18NNK3,2020-01-02,OPEL,Personenauto,ZWART,Benzine
V814RX,2020-01-03,FORD,Bedrijfsauto,N.v.t.,Diesel
ZV244N,2020-01-02,FORD,Personenauto,WIT,Benzine
H473FF,2020-01-03,VOLKSWAGEN,Personenauto,WIT,Benzine
27RLH9,2020-01-03,OPEL,Personenauto,GRIJS,Benzine
F974LT,2020-01-02,PIAGGIO,Bromfiets,N.v.t.,Benzine
PH414V,2020-01-03,HYUNDAI,Personenauto,WIT,Benzine
53XXH4,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
NB811L,2020-01-02,CITROEN,Personenauto,GRIJS,Benzine
87LXRF,2020-01-02,CITROEN,Personenauto,GRIJS,Benzine
VDT44N,2020-01-02,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
H329BH,2020-01-03,MAZDA,Personenauto,ROOD,Benzine/Elektriciteit
H777FF,2020-01-02,OPEL,Personenauto,GRIJS,Benzine
71DNR4,2020-01-02,TOMOS,Bromfiets,N.v.t.,Benzine
H881BG,2020-01-02,HONDA,Personenauto,BLAUW,Benzine
VH098B,2020-01-03,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
15ZFH6,2020-01-02,TOYOTA,Personenauto,ROOD,Benzine
8XSR38,2020-01-03,LEXUS,Personenauto,ZWART,Benzine/Elektriciteit
H845BJ,2020-01-02,VOLVO,Personenauto,ZWART,Benzine
BE1761,2020-01-03,OPEL,Bedrijfsauto,N.v.t.,Benzine
MJRB49,2020-01-02,DUCATI,Motorfiets,N.v.t.,Benzine
G781ZG,2020-01-02,AUDI,Personenauto,GRIJS,Benzine/Elektriciteit
VBL71Z,2020-01-02,RENAULT,Bedrijfsauto,N.v.t.,Diesel
GD963F,2020-01-02,MITSUBISHI,Personenauto,GRIJS,Benzine
JV785G,2020-01-03,FORD,Personenauto,GRIJS,Benzine
90PXR3,2020-01-03,VOLKSWAGEN,Personenauto,BLAUW,Benzine
H364BV,2020-01-03,OPEL,Personenauto,ZWART,Benzine
SK621H,2020-01-02,FORD,Personenauto,BLAUW,Benzine
14RVV4,2020-01-02,VOLKSWAGEN,Personenauto,GRIJS,Benzine
DLS77X,2020-01-03,LA SOURIS,Bromfiets,N.v.t.,Benzine
RT461T,2020-01-03,SKODA,Personenauto,GRIJS,Benzine
79PPRJ,2020-01-01,VOLVO,Personenauto,BLAUW,Benzine
17RXG3,2020-01-02,PEUGEOT,Personenauto,ZWART,Benzine
73BLR6,2020-01-03,VOLVO,Bedrijfsauto,N.v.t.,Diesel
RF356K,2020-01-03,PIAGGIO,Driewielig motorrijtuig,N.v.t.,Benzine
SK159R,2020-01-03,OPEL,Personenauto,GRIJS,Benzine
MVZZ18,2020-01-02,SUZUKI,Motorfiets,N.v.t.,Benzine
DTV40P,2020-01-03,SUPER SOCO,Bromfiets,N.v.t.,Elektriciteit
8ZDJ45,2020-01-02,NISSAN,Personenauto,WIT,Benzine
DL421S,2020-01-03,PEUGEOT,Bromfiets,N.v.t.,Benzine
61TJH6,2020-01-02,KIA,Personenauto,WIT,Benzine
VZNL86,2020-01-02,FIAT,Bedrijfsauto,N.v.t.,Diesel
20BPD2,2020-01-03,VOLVO,Bedrijfsauto,N.v.t.,Diesel
86BNV3,2020-01-02,VOLVO,Bedrijfsauto,N.v.t.,Diesel
80HDGK,2020-01-02,VOLKSWAGEN,Personenauto,ROOD,Benzine
33PNS9,2020-01-02,FORD,Personenauto,WIT,Benzine
VD809Z,2020-01-02,RENAULT,Bedrijfsauto,N.v.t.,Diesel
VDS10V,2020-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
G553GF,2020-01-02,VOLKSWAGEN,Personenauto,BRUIN,Diesel
HP295X,2020-01-02,RENAULT,Personenauto,WIT,Diesel
VDJ88V,2020-01-02,MAN,Bedrijfsauto,N.v.t.,Diesel
HF633H,2020-01-02,SKODA,Personenauto,BLAUW,Benzine
09ZHG2,2020-01-02,PEUGEOT,Personenauto,ZWART,Benzine
VDL86R,2020-01-03,RENAULT,Bedrijfsauto,N.v.t.,Diesel
HB554N,2020-01-03,OPEL,Personenauto,WIT,Benzine
73BLJ9,2020-01-03,MAN,Bedrijfsauto,N.v.t.,Diesel
NZ145D,2020-01-03,VOLKSWAGEN,Personenauto,ROOD,Benzine
66XXF1,2020-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
VDX29D,2020-01-03,CITROEN,Bedrijfsauto,N.v.t.,Diesel
ZF565H,2020-01-02,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
H081DN,2020-01-03,NISSAN,Personenauto,ROOD,Benzine
DZ9109,2020-01-02,FORD,Personenauto,ROOD,Benzine
ZN597P,2020-01-02,FORD,Personenauto,WIT,Benzine
58BPB3,2020-01-02,SCANIA,Bedrijfsauto,N.v.t.,Diesel
76MLHG,2020-01-02,BMW,Motorfiets,N.v.t.,Benzine
H434BF,2020-01-03,NISSAN,Personenauto,BLAUW,Benzine
ZV797D,2020-01-03,MERCEDES-BENZ,Personenauto,GRIJS,Benzine
G186TV,2020-01-02,FIAT,Personenauto,GRIJS,Benzine
GZ506L,2020-01-02,OPEL,Personenauto,ZWART,Benzine
HZ152N,2020-01-02,FORD,Personenauto,WIT,Benzine
DJX90G,2020-01-03,AIXAM,Bromfiets,N.v.t.,Diesel
02ZRP2,2020-01-03,AUDI,Personenauto,GRIJS,Benzine
5ZBP66,2020-01-02,PEUGEOT,Personenauto,ZWART,Benzine
HF934R,2020-01-02,DACIA,Personenauto,GRIJS,Benzine
GD547F,2020-01-02,CITROEN,Personenauto,PAARS,Benzine
10THT9,2020-01-02,SKODA,Personenauto,GRIJS,Benzine
JV303F,2020-01-03,PEUGEOT,Personenauto,ZWART,Benzine
H251FF,2020-01-02,MINI,Personenauto,BRUIN,Benzine
G298ZG,2020-01-02,BMW,Personenauto,ZWART,Benzine
VDR38J,2020-01-02,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
G346HJ,2020-01-02,FORD,Personenauto,ROOD,Benzine
H011BK,2020-01-02,VOLVO,Personenauto,GRIJS,Benzine
5SZR12,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Diesel
63TNB3,2020-01-03,VOLKSWAGEN,Personenauto,ZWART,Benzine
G555LV,2020-01-02,TOYOTA,Personenauto,ZWART,Benzine/Elektriciteit
H450BF,2020-01-02,RENAULT,Personenauto,ORANJE,Benzine
TS790V,2020-01-03,MINI,Personenauto,ZWART,Benzine
HZ597P,2020-01-03,PEUGEOT,Personenauto,GRIJS,Diesel
H536BJ,2020-01-03,SUZUKI,Personenauto,BLAUW,Benzine
06RGF1,2020-01-02,OPEL,Personenauto,GRIJS,Benzine
XX225J,2020-01-03,OPEL,Personenauto,ZWART,Benzine
H490DJ,2020-01-03,VOLKSWAGEN,Personenauto,GRIJS,Benzine
5SZR02,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Diesel
G207LS,2020-01-02,TOYOTA,Personenauto,WIT,Benzine/Elektriciteit
H092BP,2020-01-03,MAZDA,Personenauto,GRIJS,Benzine/Elektriciteit
G382ZS,2020-01-02,NISSAN,Personenauto,PAARS,Benzine
ZK613R,2020-01-02,MERCEDES-BENZ,Personenauto,GRIJS,Benzine
46BPB5,2020-01-02,SCANIA,Bedrijfsauto,N.v.t.,Diesel
HN480R,2020-01-03,AUDI,Personenauto,ZWART,Benzine/Elektriciteit
1TJR35,2020-01-03,PEUGEOT,Personenauto,GRIJS,Benzine
80FKB5,2020-01-02,APRILIA,Bromfiets,N.v.t.,Benzine
9KTL82,2020-01-03,TRIGANO,Personenauto,WIT,Diesel
91GDS4,2020-01-03,FIAT,Personenauto,ROOD,Benzine
XZ192B,2020-01-02,VOLKSWAGEN,Personenauto,BLAUW,Benzine
H613FB,2020-01-02,TOYOTA,Personenauto,GRIJS,Benzine
13MDXD,2020-01-02,HARLEY DAVIDSON,Motorfiets,N.v.t.,Benzine
76RVTV,2020-01-03,OPEL,Personenauto,ZWART,Benzine
G044VP,2020-01-02,MAZDA,Personenauto,WIT,Benzine
VBD40G,2020-01-03,PEUGEOT,Bedrijfsauto,N.v.t.,Diesel
VDS87L,2020-01-02,VOLKSWAGEN,Bedrijfsauto,N.v.t.,Diesel
70SFN8,2020-01-03,NISSAN,Personenauto,GRIJS,Benzine
76YB76,2020-01-02,MERCEDES-BENZ,Personenauto,GRIJS,Diesel
6ZFD28,2020-01-03,CITROEN,Personenauto,ZWART,Diesel
38PBV8,2020-01-02,RENAULT,Personenauto,BRUIN,Benzine
VBK58D,2020-01-03,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
19XHD9,2020-01-02,VOLKSWAGEN,Personenauto,WIT,Benzine
VLJL81,2020-01-02,CHEVROLET,Bedrijfsauto,N.v.t.,Benzine/LPG
GX893B,2020-01-02,HYUNDAI,Personenauto,GRIJS,Benzine
V445NJ,2020-01-02,MERCEDES-BENZ,Bedrijfsauto,N.v.t.,Diesel
